source_dir,extractor,best_classifier,n_samples,cv_splits,cv_f1_mean,cv_f1_std,cv_accuracy_mean,cv_accuracy_std,holdout_f1,holdout_accuracy
/content/BREATHE/midpoint/results/imaging/resnet18,resnet18,xgboost,161,5,0.8586232102915622,0.05055640905407409,0.8068181818181819,0.07041787902195303,0.8837209302325582,0.8484848484848485
/content/BREATHE/midpoint/results/imaging/densenet121,densenet121,svm,161,5,0.8727215474583895,0.04980993165594398,0.8384469696969697,0.06684720732865387,0.9047619047619048,0.8787878787878788
/content/BREATHE/midpoint/results/imaging/efficientnet_b0,efficientnet_b0,xgboost,161,5,0.8760461760461761,0.03722384378040109,0.8321969696969698,0.0470612499712041,0.851063829787234,0.7878787878787878
